Parent Category,Category,Part Number,Long Description,MSRP/Trade Price,Sales Price,Future MSRP/Trade Price,Future MSRP/Trade Price Effective Date,Future Sales Price,Future Sales Price Effective Date,Minimum Order Quantity,Product Status,Agency,COO,UPC
Power Supplies and Accessories,Relays,MR101/C,Fire Control Accessories SPDT Auxiliary Relay w/ Enclosure,$52.14,$25.55,,,,,1,,FDNY ULC CB CC CSFM UL,US,79301700239
Power Supplies and Accessories,Relays,MR101/T,Single SPDT with LED Track Mounting,$33.62,$16.83,,,,,1,,FDNY ULC CB CC UL,US,79301700238
Power Supplies and Accessories,Relays,MR104C,4-Position SPDT with LED in Metal Enclosure,$187.18,$91.72,,,,,1,Discontinued Item,FDNY ULC CB CC CSFM UL,US,79301700241
Power Supplies and Accessories,Relays,MR104T,4-Position SPDT with LED Track Mounting,$124.33,$62.19,,,,,1,Discontinued Item,FDNY ULC CB CC UL,US,79301700240
Power Supplies and Accessories,Relays,MR199X13/C,Fire Control Accessories DPDT Auxiliary Relay 30 AMP 24VDC,$148.40,$72.72,,,,,1,,FDNY ULC CB CC UL,US,79301700265
Power Supplies and Accessories,Relays,MR199X14,DPDT 120 Vac Relay Only,$75.72,$37.88,,,,,1,Discontinued Item,CC UL,US,79301700266
Power Supplies and Accessories,Relays,MR199X14/C,DPDT 120 Vac Relay Mounted in Enclosure,$148.40,$72.72,,,,,1,Discontinued Item,CC UL,US,79301700267
Power Supplies and Accessories,Relays,MR201/C,Fire Control Accessories DPDT Auxiliary Relay w/ Enclosure,$60.33,$29.56,,,,,1,,CC UL,US,79301700243
Power Supplies and Accessories,Relays,MR201/T,Single SPDT with LED Track Mounting,$42.28,$21.16,,,,,1,,FDNY ULC CB CC UL,US,79301700242
Power Supplies and Accessories,Relays,MR204/C,4-Position SPDT with LED in Metal Enclosure,$221.96,$108.76,,,,,1,Discontinued Item,FDNY ULC CB CC CSFM UL,US,79301700245
Power Supplies and Accessories,Relays,MR204/T,4-Position SPDT with LED Track Mounting,$160.78,$80.38,,,,,1,,FDNY ULC CB CC UL,US,79301700244
Power Supplies and Accessories,Relays,MR601/T,One SPDT with LED Switch & Mounting Track,$33.62,$16.83,,,,,1,,FDNY ULC CB CC UL,US,79301700247
Power Supplies and Accessories,Relays,MR604/T,4-Pos. SPDT with LED Switch & Mounting Track,$129.32,$64.64,,,,,1,,FDNY ULC CB CC UL,US,79301700249
Power Supplies and Accessories,Relays,MR608/T,8-Pos. SPDT with LED Switch & Mounting Track,$253.50,$126.78,,,,,1,,FDNY ULC CB CC UL,US,79301700251
Power Supplies and Accessories,Relays,MR701/S,Single SPDT with LED & Mounting Spacers,$26.97,$13.47,,,,,1,Discontinued Item,FDNY ULC CB CC UL,US,79301700252
Power Supplies and Accessories,Relays,MR701/T,Single SPDT with LED track Mounting Hardware,$26.97,$13.47,,,,,1,,FDNY ULC CB CC UL,US,79301700253
Power Supplies and Accessories,Relays,MR704/T,4-Pos. SPDT with LED Track Mounting Hardware,$97.70,$48.87,,,,,1,,FDNY ULC CB CC UL,US,79301700255
Power Supplies and Accessories,Relays,MR708/T,8-Pos. SPDT with LED Track Mounting Hardware,$177.95,$88.99,,,,,1,,FDNY ULC CB CC UL,US,79301700257
Power Supplies and Accessories,Relays,MR801/S,Single SPDT with LED & Mounting Spacers,$26.97,$13.47,,,,,1,Discontinued Item,FDNY ULC CB CC UL,US,79301700258
Power Supplies and Accessories,Relays,MR801/T,Single SPDT with LED Track Mounting Hardware,$26.97,$13.47,,,,,1,,FDNY ULC CB CC UL,US,79301700259
Power Supplies and Accessories,Relays,MR804/T,4-Pos. SPDT with LED Track Mounting Hardware,$97.70,$48.87,,,,,1,,FDNY ULC CB CC UL,US,79301700261
Power Supplies and Accessories,Relays,MR808/T,8-Pos. SPDT with LED Track Mounting Hardware,$177.95,$88.99,,,,,1,,FDNY ULC CB CC UL,US,79301700263
Power Supplies and Accessories,Relays,PAM1,Fire Control Accessories SPDT Auxiliary Relay 10 Amps 120VAC or 24VAC/DC,$35.37,$17.33,,,,,1,,CC CSFM UL,US,79301700268
Replacement Parts,Piece Parts,230047P,,$3.66,$3.66,,,,,1,,FDNY ULC CB,US,
Replacement Parts,Piece Parts,235311,3-CAB14D HARDWARE KIT,$272.54,$136.27,,,,,1,,,CA,
Replacement Parts,Piece Parts,235319,3-CAB21D HARDWARE KIT  ,$262.19,$131.10,,,,,1,,,CA,
Replacement Parts,Piece Parts,2450005,FUSECYLGLASSSLO5A250V,$6.82,$3.41,,,,,1,,,US,
Replacement Parts,Piece Parts,2490029,XFMRPWR218:53130C171.6WCM  ,$226.16,$113.08,,,,,1,,,CN,
Replacement Parts,Piece Parts,2500009,CONNTBLKRCKPANSCR,$33.20,$16.60,,,,,1,,,GB,
Replacement Parts,Piece Parts,250188-01,RIBBON CABLE 14PIN,$12.05,$6.03,,,,,1,,,CN,
Replacement Parts,Piece Parts,250189,RIBBON CABLE 16 PIN,$17.51,$8.76,,,,,1,,,CN,
Replacement Parts,Piece Parts,250194-00,ASSY CABLE TO CPU 3-FTCU/3-L,$78.77,$39.39,,,,,1,,,US,
Replacement Parts,Piece Parts,250194-01,FIRE PHONE TO FIREPHONE DSP,$86.57,$43.29,,,,,1,,,US,
Replacement Parts,Piece Parts,250195-01,ASSYCABLE FIREPHONE/ASU,$65.08,$32.54,,,,,1,,,MX,
Replacement Parts,Piece Parts,280068P,END CAPBLANKWHITE,$0.32,$0.16,,,,,1,,,US,
Replacement Parts,Piece Parts,360163,Modular Cable,$37.61,$18.81,,,,,1,,,CN,
Replacement Parts,Piece Parts,9000215-02,,$12.99,$6.50,,,,,1,,,CN,
Replacement Parts,Piece Parts,9000215-03,,$12.99,$6.50,,,,,1,,,CN,
Replacement Parts,Piece Parts,DB9/RJ11,Assy RS232/RJ11 DB9 connector. Replaces P/N 350215,$151.98,$76.00,,,,,1,,,MX,
Replacement Parts,Piece Parts,DUST4,Dust Covers Generation 3 or 4 detectors pack of 25,$72.70,$35.62,,,,,1,,,CN,79301606108
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-10TSLCD-RE,Replacement Touchscreen Display EVOLVE Series,$1000.00,$500.00,,,,,1,,FDNY ULC CSFM UL,MX,79301606720
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-24L,Display Module 24 LED EVOLVE Series,$579.02,$289.51,,,,,1,,FDNY ULC CSFM UL,MX,79301606706
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-24L12S,Control Display Module 24 LED/12 Switch EVOLVE Series,$796.12,$398.06,,,,,1,,FDNY ULC CSFM UL,MX,79301606700
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-24L18S,Control Display Module 24 LED/18 Switch EVOLVE Series,$796.12,$398.06,,,,,1,,FDNY ULC CSFM UL,MX,79301606702
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-24L24S,Control Display Module 24 LED/24 Switch EVOLVE Series,$826.96,$413.48,,,,,1,,FDNY ULC CSFM UL,MX,79301606705
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-CPU-HDMI-CBL,Replacement HDMI Cable CPU-to-LCD EVOLVE Series,$100.00,$50.00,,,,,1,,FDNY ULC CSFM UL,MX,79301606718
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-FIL,Blank Filler Plate EVOLVE Series.  Each EVOLVE-ML panel and retrofit kit includes five (5) blank filler plates out of the box.,$6.08,$3.04,,,,,1,,FDNY ULC CSFM UL,MX,79301606698
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-MB-RE,Replacement Electronics EVOLVE Series,$1815.00,$907.50,,,,,1,,FDNY ULC CSFM UL,MX,79301606716
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-ML-G,Four loop system with one built-in 250-point loop 110v/220v Grey Door EVOLVE series,$2420.00,$1210.00,,,,,1,,FDNY ULC CSFM UL,MX,79301606709
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-ML-GRK,Retrofit Kit for VS4 Series EVOLVE-ML Gray,$2420.00,$1210.00,,,,,1,,ULC UL,MX,79301606723
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-ML-R,Four loop system with one built-in 250-point loop 110v/220v Red Door EVOLVE series,$2420.00,$1210.00,,,,,1,,FDNY ULC CSFM UL,MX,79301606710
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-ML-RRK,Retrofit Kit for VS4 Series EVOLVE-ML Red,$2420.00,$1210.00,,,,,1,,ULC UL,MX,79301606724
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-SLC-250,SLC Expansion module one 250-device loop EVOLVE Series,$1020.00,$510.00,,,,,1,,FDNY ULC CSFM UL,MX,79301606728
Small Building Fire Alarm Solutions,Evolve Systems,EVOLVE-SLC-500,SLC Expansion module two 250-device loops 500 devices total EVOLVE Series,$1361.86,$680.93,,,,,1,,FDNY ULC CSFM UL,MX,79301606727
Small Building Fire Alarm Solutions,Evolve Systems,KC-CLA1,Class A adapter module. Provides Class A capacity on NACs EVOLVE Series,$190.00,$95.00,,,,,1,,FDNY ULC CSFM UL,MX,79301606714
Small Building Fire Alarm Solutions,Evolve Systems,KC-PTK2,Panel Trim Kit EVOLVE Series,$110.00,$55.00,,,,,1,,FDNY ULC CSFM UL,MX,79301606732
Small Building Fire Alarm Solutions,Evolve Systems,KC-TAMPER,Tamper Switch EVOLVE Series,$108.70,$54.35,,,,,1,,FDNY ULC CSFM UL,MX,79301606730
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,260097,Programming Cable RS232 4 wire 9 pin computer connector with flying leads,$436.96,$214.11,,,,,1,,,MX,79301604458
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,BC-1,Battery Cabinet ? Black backbox Bronze Door. Supports up to 40AH batteries,$359.70,$176.25,,,,,1,,ULC CC CSFM FM MEA UL,CA,79301700278
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,BC-1EQ,BC-1 - Seismic Battery hold down for BC-1.  Supports up to two 40 Ahr batteries.  Order BC-1 or BC-1R Separately.,$255.83,$125.36,,,,,1,,FDNY ULC CB CC CF CSA CSFM FM MEA UL,CA,79301700575
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,BC-1R,Battery Cabinet? Black backbox Red Door. Supports up to 40AH batteries.,$359.70,$176.25,,,,,1,,ULC CC CSFM FM MEA UL,CA,79301700576
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,CTM,City Tie Module (requires one NAC circuit) mounts in 2-gang 4 electrical box.,$213.18,$104.46,,,,,1,,ULC CC CSFM MEA UL,MX,79301700579
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,D16L-FA,Remote Annuciator LED 16-Zone 2-LED'S per Zone,$174.00,$85.26,,,,,1,,ULC UL,CN,79301603709
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,FX-1000,Four loop system with one 250-point loop installed 1000 point capacity max. four NACs red door surface mount enclosure. Order dialer separately.,$1769.46,$867.04,,,,,1,,FDNY ULC CSFM UL,CN,79301605033
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,FX-1000-2,Four loop system with one 250-point loop installed 1000 point capacity max. Four NACs Red door Surface Mount Enclosure 230V,$1769.46,$867.04,,,,,1,,FDNY ULC CSFM UL,CN,79301605513
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,FX-1000-RE,Replacement electronics assembly four loop FX series English.,$1645.65,$806.37,,,,,1,,,CN,79301605023
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,FX-64R,One loop system with 64-point capacity. Two NACs red door surface mount enclosure. Order dialer separately.,$1428.76,$700.09,,,,,1,,UL,CN,79301603696
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,FX-64R-2,One loop system with 64-point capacity two NACs Red door Surface Mount Enclosure 230V,$1428.76,$700.09,,,,,1,,FDNY ULC CSFM UL,CN,79301603699
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,FX-64-RE,Replacement electronics assembly four loop FX series English.,$1302.82,$638.38,,,,,1,,FDNY ULC CSFM UL,CN,79301605024
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,FX-SLC1,Expansion module one 250-device loop.,$1261.51,$618.14,,,,,1,,FDNY ULC CSFM UL,CN,79301604607
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,FX-SLC2,Expansion module two 250-device loops 500 devices total.,$1527.85,$748.65,,,,,1,,FDNY ULC CSFM UL,CN,79301604608
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,MFC-A,Fire Control Accessory Multi-Function Enclosure 8 in.X14X3.5 in. Red,$168.40,$82.52,,,,,1,,ULC CC CSFM FM MEA UL,US,79301700462
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,RZI16-2RS,Remote Zone Interface Module  rotary switch addressing. Sixteen Class B Initiating Device Circuits and two Class B Supervised Output Circuits. Mounting bracket included.,$916.73,$449.20,,,,,1,,FDNY ULC CSFM UL,MX,79301700700
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,RZI-MPL,Mounting Bracket.,$76.41,$37.44,,,,,1,,FDNY ULC CSFM UL,MX,79301700702
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,SA-232,RS232 Serial Interface Module 4 terminal connections for supervised/unsupervised printers and connection to PC's.,$166.31,$81.49,,,,,1,,ULC CC CSFM UL,CN,79301603710
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,SA-CLA,Class A NAC module for 64pt systems only mounts to main board.,$166.31,$81.49,,,,,1,,ULC CC CSFM UL,CN,79301603711
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,SA-DACT,Upload/Download Dialer/Modem Dual-Line RJ31 mounts to base plate.,$185.46,$90.88,,,,,1,,ULC CSFM UL,CN,79301603704
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,SA-ETH,Ethernet Programming/Diagnostics Interface RJ45 mounts to base plate.,$831.52,$407.44,,,,,1,,ULC CC CSFM UL,CN,79301603705
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,SA-FSB,The SA-FSB is a multi-protocol bridge that converts the panel?s RS-232 output (printer port) to any one of the several supported protocols including Modbus RTU Modbus TCP BACnet MSTP BACnet IP/Eth and DNP Ethernet.  The SA-FSB is shipped with Modbus TCP protocol as default. Follow the installation instructions to download one of the other supported protocols.,$3716.54,$1821.10,,,,,1,,CC,US,79301606210
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,SA-TRIM1,Semi-Flush Mount. Trim Kit 64pt systems Black.,$70.00,$34.30,,,,,1,,ULC CSFM UL,CN,79301603873
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,SA-TRIM2,Semi-Flush Mount. Trim Kit 500pt systems.,$86.61,$42.44,,,,,1,,ULC CSFM UL,CN,79301603874
Small Building Fire Alarm Solutions,FX Analog Addressable Systems,SA-USB,SA-USB interface card provides USB connection to a supported printer to print system events or connection to a PC running the configuration utility (CU) to upload/download panel configuration history diagnostics and current status.,$220.80,$108.19,,,,,1,,ULC CC CSFM FM UL,MX,79301605924
Small Building Fire Alarm Solutions,FX Conventional Systems,27193-16,Electrical box surface mount white single-gang.,$22.44,$11.00,,,,,1,,CC,CN,79301700220
Small Building Fire Alarm Solutions,FX Conventional Systems,362319,LOCKUTILITYFIXED CAM,$25.78,$12.63,,,,,1,,,CN,
Small Building Fire Alarm Solutions,FX Conventional Systems,CTM,City Tie Module (requires one NAC circuit) mounts in 2-gang 4 electrical box.,$213.18,$104.46,,,,,1,,ULC CC CSFM MEA UL,MX,79301700579
Small Building Fire Alarm Solutions,FX Conventional Systems,CTM4.7,City Tie module,$180.02,$90.03,,,,,1,,,MX,79301700395
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL-10,End of Line Resistor - 10K Ohm,$17.21,$8.43,,,,,1,,MEA UL,CN,79301602519
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL-100,End of Line Resistor - 100 Ohm,$17.21,$8.43,,,,,1,,FDNY ULC CB CC MEA UL,CN,79301700586
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL-120L,End of Line Resistor - 120 Ohm with wire leads,$25.82,$12.64,,,,,1,,FDNY ULC CB,CN,
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL-15,End of Line Resistor - 15K Ohm,$17.03,$8.34,,,,,1,,MEA UL,CN,79301700282
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL15KP4,End-of-line resistor:  4-pack of 15K,$64.71,$31.71,,,,,1,,,CN,79301603555
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL-2.2,End of Line Resistor - 2.2K Ohm,$17.21,$8.43,,,,,1,,FDNY ULC CB MEA UL,CN,79301602521
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL3.6-1.1,Fire Control Accessories End-of-Line Resistor Kit - (1) 3.6K Resistor (1) 1.1K Resistor,$22.53,$11.04,,,,,1,,ULC CC CSFM UL,CN,79301700398
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL-4.7,Fire Control Accessory 4.7K EOL Assembly UL Approved,$16.95,$8.31,,,,,1,,,CN,79301700587
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL-47,EOL Resistor 47K 1/2 W,$16.95,$8.31,,,,,1,,CC MEA UL,CN,79301700320
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL-47KL,End of Line Resistor - 47K with wire leads,$26.37,$12.92,,,,,1,,FDNY ULC CB,CN,79301700588
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL47PK2,End-of-line resistor:  2-pack of 4.7K,$32.18,$15.77,,,,,1,,,CN,78264000198
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL47PK7,End of Line Resistor - 4.7k Ohm - Pack of 7 ,$64.40,$31.56,,,,,1,,ULC CSFM UL,CN,79301700186
Small Building Fire Alarm Solutions,FX Conventional Systems,EOL-4K7L,Supervision Resistor. Use in CRC with no locks being powered strike to maintain supervision.,$32.28,$15.82,,,,,1,,,CN,
Small Building Fire Alarm Solutions,FX Conventional Systems,F-10ELEC,Fire Alarm Control Accessory. Replacement Electronics for Conventional FACP.,$1306.12,$640.00,,,,,1,,,CN,79301603802
Small Building Fire Alarm Solutions,FX Conventional Systems,F-5ELEC,Replacement Electronics for Conventional FACP.,$858.35,$420.59,,,,,1,,,CN,79301603800
Small Building Fire Alarm Solutions,FX Conventional Systems,F-DACT,F-Series upload/download DACT and modem dual line w/ 2X16 LCD mounts to main assembly (2) 7' cords included.,$432.46,$211.91,,,,,1,,CC CSFM UL,CN,79301603623
Small Building Fire Alarm Solutions,FX Conventional Systems,F-DACT1,F-Series upload/download DACT and modem dual line w/ 2X16 LCD mounts to main assembly (2) 7' cords included.,$432.46,$211.91,,,,,1,,CSFM UL,CN,79301605465
Small Building Fire Alarm Solutions,FX Conventional Systems,FSAT1,Remote Annunciator Wall Plate One Gang White,$19.92,$9.76,,,,,1,,FDNY ULC CB,CN,79301700411
Small Building Fire Alarm Solutions,FX Conventional Systems,FSAT2,Remote Annunciator Wall Plate Two Gang White,$25.38,$12.44,,,,,1,,FDNY ULC CB CC CSFM UL,CN,79301700412
Small Building Fire Alarm Solutions,FX Conventional Systems,FSAT3,Remote Annunciator Wall Plate Three Gang White,$32.65,$16.00,,,,,1,,FDNY ULC CB CC CSFM UL,CN,79301700413
Small Building Fire Alarm Solutions,FX Conventional Systems,FSAT4,Remote Annunciator Wall Plate Four Gang White,$50.45,$24.72,,,,,1,,FDNY ULC CB CSFM UL,CN,79301700414
Small Building Fire Alarm Solutions,FX Conventional Systems,FSRRM24,Remote Relay Module 5 Form C contacts jumper selectable operation includes mounting track.,$180.05,$88.22,,,,,1,,CC CSFM UL,CN,79301700515
Small Building Fire Alarm Solutions,FX Conventional Systems,FSRRM-S11,Fire Alarm Control Accessory Snap-Track for Remote Relay Module 11 in.,$61.44,$30.11,,,,,1,,CSFM UL,CN,79301700433
Small Building Fire Alarm Solutions,FX Conventional Systems,FSRSI,Remote Annunciator LED Alarm Trouble Supv Ground Fault,$108.14,$52.99,,,,,1,,FDNY ULC CB CC CSFM UL,CN,79301700434
Small Building Fire Alarm Solutions,FX Conventional Systems,FSRZI-A,Remote Annunciator LED Alarm by Zone,$108.14,$52.99,,,,,1,,FDNY ULC CB CC CSFM UL,CN,79301700436
Small Building Fire Alarm Solutions,FX Conventional Systems,FSRZI-SA,Remote Zone Indicator contains 5 bi-color LED's (Red/Yellow) for alarm or supervisory zone indication jumper selectable zone settings single gang includes white trim plate.,$116.47,$57.07,,,,,1,,CC CSFM UL,CN,79301700516
Small Building Fire Alarm Solutions,FX Conventional Systems,FSUIM,Common Function Graphic Driver/Interface - 9 relays and 5 switch inputs for common system indicators and controls,$329.36,$161.39,,,,,1,,CC CSFM UL,CN,79301603654
Small Building Fire Alarm Solutions,FX Conventional Systems,F-TRIM10G,Semi Flush Trim Kit for 10 zone enclosures Gray,$89.99,$44.10,,,,,1,,CC CSFM UL,CN,79301603779
Small Building Fire Alarm Solutions,FX Conventional Systems,F-TRIM10R,Semi Flush Trim Kit for 10 zone enclosures Red,$89.99,$44.10,,,,,1,,CC CSFM UL,CN,79301603780
Small Building Fire Alarm Solutions,FX Conventional Systems,F-TRIM35G,Semi Flush Trim Kit for 3 or 5 zone enclosures Gray,$72.12,$35.34,,,,,1,,CC CSFM UL,CN,79301603777
Small Building Fire Alarm Solutions,FX Conventional Systems,F-TRIM35R,Semi Flush Trim Kit for 3 or 5 zone enclosures Red.,$72.12,$35.34,,,,,1,,CC CSFM UL,CN,78264001119
Small Building Fire Alarm Solutions,FX Conventional Systems,FX-10R,Conventional Fire Alarm Control Panel Red ? 10 Class B IDCs and 4 Class B NACs 7.0A NAC power (Pairs of IDCs and NACs convertible to single Class A circuits) 120VAC power source 24VDC output,$1262.22,$618.49,,,,,1,,UL,CN,79301603652
Small Building Fire Alarm Solutions,FX Conventional Systems,FX-10RD,Conventional Fire Alarm Control Panel Red ? 10 Class B IDCs and 4 Class B NACs 7.0A NAC power (Pairs of IDCs and NACs convertible to single Class A circuits) upload/download DACT/modem 120VAC power source 24VDC output,$1722.70,$844.12,,,,,1,,UL,CN,79301603653
Small Building Fire Alarm Solutions,FX Conventional Systems,FX-5R,Conventional Fire Alarm Control Panel Red ? 5 Class B IDCs and 2 Class B NACs 3.5A NAC power (Pairs of IDCs and NACs convertible to single Class A circuits) 120VAC power source 24VDC output.,$798.30,$391.17,,,,,1,,UL,CN,79301603648
