Parent Category,Category,Part Number,Long Description,MSRP/Trade Price,Sales Price,Future MSRP/Trade Price,Future MSRP/Trade Price Effective Date,Future Sales Price,Future Sales Price Effective Date,Minimum Order Quantity,Product Status,Agency,COO,UPC
Mass Notification,Portable Loudspeaker System,MN-HSPTRIPOD,Tripod for Model S or H,$596.00,$298.00,,,,,1,,,US,79301605411
Mass Notification,Portable Loudspeaker System,MN-HSPUMMT,Magnetic mount with tripod adaptor,$498.00,$249.00,,,,,1,,,US,79301605410
Mass Notification,Portable Loudspeaker System,MN-HSPWALL,Wall Charger,$216.00,$108.00,,,,,1,,,US,79301605399
Mass Notification,TCPA-10 Medium Power Speaker,72377B-801,TCPA-10 Wall Mount Bracket,$418.00,$209.00,,,,,1,,,US,
Mass Notification,TCPA-10 Medium Power Speaker,72378B-801,TCPA-10 Dual Unit Mounting Adapter,$253.40,$126.70,,,,,1,,,US,
Mass Notification,TCPA-10 Medium Power Speaker,90215A-801-01-L,UL 1480 listed C1D2 certified TCPA-10 Distributed Audio Speaker with 5 selectable power taps that run off of 25V 70V and 100 VRMS audio systems. Black.,$3790.00,$1895.00,,,,,1,,UL,US,
Mass Notification,TCPA-10 Medium Power Speaker,90215A-801-04-L,UL 1480 listed C1D2 certified TCPA-10 Distributed Audio Speaker with 5 selectable power taps that run off of 25V 70V and 100 VRMS audio systems. Gray.,$3790.00,$1895.00,,,,,1,,UL,US,
Mass Notification,TCPA-10 Medium Power Speaker,90215A-801-05-L,UL 1480 listed C1D2 certified TCPA-10 Distributed Audio Speaker with 5 selectable power taps that run off of 25V 70V and 100 VRMS audio systems. Red.,$3790.00,$1895.00,,,,,1,,UL,US,
Mass Notification,TCPA-10 Medium Power Speaker,90215A-801-06-L,UL 1480 listed C1D2 certified TCPA-10 Distributed Audio Speaker with 5 selectable power taps that run off of 25V 70V and 100 VRMS audio systems. White.,$3790.00,$1895.00,,,,,1,,UL,US,
Mass Notification,TCPA-OMNI,90185A-801-04-A,UL 1480 TCPA Omni omni-directional loudspeaker with selectable power taps for 50W/100W/200W. 70V Drive. Grey with Red Alert Label,$7366.00,$3683.00,,,,,1,,ULC UL,US,
Mass Notification,TCPA-OMNI,90185A-801-04-F,UL 1480 TCPA Omni omni-directional loudspeaker with selectable power taps for 50W/100W/200W. 70V Drive. Grey with Red Fire Label,$7366.00,$3683.00,,,,,1,,ULC UL,US,
Mass Notification,TCPA-OMNI,90185A-801-04-N,UL 1480 TCPA Omni omni-directional loudspeaker with selectable power taps for 50W/100W/200W. 70V Drive. Grey with No Label ,$7366.00,$3683.00,,,,,1,,ULC UL,US,
Mass Notification,TCPA-OMNI,90185A-801-05-A,UL 1480 TCPA Omni omni-directional loudspeaker with selectable power taps for 50W/100W/200W. 70V Drive. Red with White Fire Label,$7366.00,$3683.00,,,,,1,,ULC UL,US,
Mass Notification,TCPA-OMNI,90185A-801-05-F,UL 1480 TCPA Omni omni-directional loudspeaker with selectable power taps for 50W/100W/200W. 70V Drive. Red with White Fire Label,$7366.00,$3683.00,,,,,1,,ULC UL,US,
Mass Notification,TCPA-OMNI,90185A-801-05-N,UL 1480 TCPA Omni omni-directional loudspeaker with selectable power taps for 50W/100W/200W. 70V Drive. Red with No Label,$7366.00,$3683.00,,,,,1,,ULC UL,US,
Mass Notification,TCPA-OMNI,90185A-801-06-A,UL 1480 TCPA Omni omni-directional loudspeaker with selectable power taps for 50W/100W/200W. 70V Drive. White with Red Alert Label,$7366.00,$3683.00,,,,,1,,ULC UL,US,
Mass Notification,TCPA-OMNI,90185A-801-06-F,UL 1480 TCPA Omni omni-directional loudspeaker with selectable power taps for 50W/100W/200W. 70V Drive. White with Red Fire Label,$7366.00,$3683.00,,,,,1,,ULC UL,US,
Mass Notification,TCPA-OMNI,90185A-801-06-N,UL 1480 TCPA Omni omni-directional loudspeaker with selectable power taps for 50W/100W/200W. 70V Drive. White with No Label,$7366.00,$3683.00,,,,,1,,ULC UL,US,
Mass Notification,VoIP Encoder/Decoder,MN-FVPN,Voice Over Internet Protocol (VoIP) encoder/decoder includes power and audio cable.  ,$2573.57,$1286.76,,,,,1,,FDNY ULC CB CC UL,CN,79301604743
Modulaser,Detector and Display Modules,9-30780-KID-ULF,Modulaser Control Display module LED indicators Kidde,$1944.50,$972.25,,,,,1,,FM UL,PL,
Modulaser,Detector and Display Modules,9-30781-KID-ULF,Modulaser Control Display module LCD & LED indicators Kidde,$2187.58,$1093.79,,,,,1,,FM UL,PL,
Modulaser,Detector and Display Modules,9-30782-KID-ULF,Modulaser Central Control Command module LCD & LED Kidde,$3756.40,$1878.20,,,,,1,,FM UL,PL,
Modulaser,Detector and Display Modules,9-30783-KID-ULF,Modulaser Detector module single pipe Kidde,$1756.68,$878.34,,,,,1,,FM UL,PL,
Modulaser,Sampling Pipe Fittings Accessories,1-21888-K063,ASD Harsh environment external filter.,$452.60,$226.30,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,1-21888-K064,Replacement filter for 1-21888-K063.,$124.46,$62.23,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,1-21888-K064-P,Replacement filter for 1-21888-K063 6 pack.,$678.92,$339.46,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,1-21888-K076,3/4 Flexible Connector 3.28 ft.,$80.00,$40.00,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,9-10930,In-line Sampling Point Adaptor - ABS 3/4 inch to 3/8? quick connect fitting,$28.12,$14.06,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,9-10936-25,Closed pipe clip with stand off - 25 pack.,$848.64,$424.32,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,9-10954-100,3/4 Red ABS Pipe Clip 100 Pack,$199.72,$99.86,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,9-10954-25,3/4 Red ABS Pipe Clip 25 Pack,$50.96,$25.48,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,9-10976,Quick release airline valve.,$192.36,$96.18,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,9-10978,3/4 Large check valve.,$135.78,$67.89,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,9-10980,3/4 Large 2-way ball valve.,$124.46,$62.23,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,9-30699N-P,Modulaser Filter (6 pack),$695.14,$347.57,,,,,1,,,GB,
Modulaser,Sampling Pipe Fittings Accessories,9-30791-2,Spare-ModuLaser Detector cover Gray,$236.72,$118.36,,,,,1,,,PL,
Modulaser,Sampling Pipe Fittings Accessories,9-30792,Spare-ModuLaser Display cover,$246.14,$123.07,,,,,1,,,PL,
Modulaser,Sampling Pipe Fittings Accessories,9-30793,Spare-ModuLaser MinDisplay cover,$293.56,$146.78,,,,,1,,,PL,
Modulaser,Sampling Pipe Fittings Accessories,9-30794,Spare-ModuLaser Gromets 5S & 4L,$52.80,$26.40,,,,,1,,,PL,
Modulaser,Sampling Pipe Fittings Accessories,9-30795,Spare-ModuLaser Pipe adaptor angled,$103.84,$51.92,,,,,1,,,PL,
Modulaser,Sampling Pipe Fittings Accessories,9-30796,Spare-ModuLaser pipe adaptor straight,$106.56,$53.28,,,,,1,,,PL,
Modulaser,Sampling Pipe Fittings Accessories,9-30797,Spare-ModuLaser Accessory Kit,$329.76,$164.88,,,,,1,,,PL,
Modulaser,Sampling Pipe Fittings Accessories,9-30798-2,Modulaser Wiring housing Gray (blank housing for I/O's),$730.50,$365.25,,,,,1,,,PL,
Modulaser,Sampling Pipe Fittings Accessories,CM10900,?'' ID x 1'' OD x 10' length ABS Sampling Pipe  Red; Preprinted 'Do Not Disturb ? Aspirating Smoke Detection Pipe',$21.50,$10.75,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10902,3/4 inch ABS to 22mm Copper Tube Adapter,$40.30,$20.15,,,,,1,Discontinued Item,FDNY ULC CB CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10905,3/4 inch Red ABS 45? Elbow,$12.10,$6.05,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10906,3/4 inch Red ABS Sweeping 90? Elbow,$20.82,$10.41,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10908,3/4 inch Red ABS Straight Coupling,$6.30,$3.15,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10913,Bulkhead style detachable sampling point.    Used for sampling within cabinets and enclosures,$56.18,$28.09,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10914,Press Fit Calibrated Sampling Point (white)  Intended to be press fitted into 3/8? capillary tubing,$16.12,$8.06,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10919,Patress style detachable Sampling Point ,$64.24,$32.12,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10922,End-of-line Sampling Point Adaptor - ABS  3/4 inch to 3/8? quick connect fitting,$42.36,$21.18,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10933,3/4? Sample Point Repair Saddle  Used for repairing incorrectly placed or drilled holes in ?? sampling pipe,$14.46,$7.23,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10941,5-Point Manifold  3/4 inch end-of-line to five 3/8? quick connects for sampling points. ,$120.86,$60.43,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10943,Sampling Point Assembly  Detachable remote sampling point,$69.30,$34.65,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10944,Right Angle Patress style detachable Sampling Point  ,$72.38,$36.19,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10960,Sampling Point Identification Decals  Roll of 100 self adhesive sample point labels; Placement aids identification by service personnel,$41.66,$20.83,,,,,1,,CC,GB,
Modulaser,Sampling Pipe Fittings Accessories,CM10963-250,250ft roll of 1/4 x 3/8 capillary sample tube.,$523.44,$261.72,,,,,1,,ULC CC CSFM UL,US,
Modulaser,Sampling Pipe Fittings Accessories,CV10931,One-Hole Wrap-Strap for CPVC and ABS Pipe Securely supports ?? sample pipe; Carbon steel w/ electro-zinc plated finish; Includes 1 hex-head screw for 1 hole; Bag of 100,$226.94,$113.47,,,,,1,,CC,US,
Modulaser,Sampling Pipe Fittings Accessories,CV10934,2 hole strap for ? in CPVC pipe. Flared edges and Electro Zinc plated for CPVC. Box of 100,$248.40,$124.20,,,,,1,,CC,US,
Modulaser,Sampling Pipe Fittings Accessories,CV10935,Reducer Bushing-CPVC; Bag of 25. Use with P/N CV10937 to connect Capillary Sampling Tube to sampling pipe.,$530.30,$265.15,,,,,1,,CC,US,
Modulaser,Sampling Pipe Fittings Accessories,CV10936,Stand-off 2 hole strap for ? CPVC pipe. Position pipe 1 ? off surface. Comply with NFPA 13. Box of 100.,$578.58,$289.29,,,,,1,,ULC CC CSFM UL,US,
Modulaser,Sampling Pipe Fittings Accessories,CV10937,Quick Connect Fitting; Bag of 25. Use with P/N CV10935 to connect Capillary Sampling Tube to sampling pipe.,$886.86,$443.43,,,,,1,,ULC CC CSFM UL,US,
Modulaser,Sampling Pipe Fittings Accessories,CV10961,Pipe Decals For labeling sample pipe  Smoke Detector Sampling Pipe - Do Not Disturb per NFPA guidelines; Made of moisture resistant material; Bag of 100.,$398.94,$199.47,,,,,1,,ULC CC CSFM UL,US,
Modulaser,Sampling Pipe Fittings Accessories,RP2226,?? Test Point,$19.16,$9.58,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5202X,?? 90 degree elbow (socket/socket) 10 pack,$41.38,$20.69,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5203X,?? 45 degree elbow (socket/socket) 10 pack,$50.26,$25.13,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5204X,?? Tee 10 pack,$53.22,$26.61,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5205X,?? end cap (socket) 10 pack,$31.32,$15.66,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5206X,?? Coupling (socket/socket) 10 pack,$39.10,$19.55,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5207,Adaptor pipe to detector,$7.68,$3.84,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5208,?? Union,$16.58,$8.29,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5209,3/4 CPVC Aspirating Smoke Detection Pipe Sch-40 (ID 0.874) 7.5 ft. length English and Spanish,$28.38,$14.19,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5209-15,3/4 CPVC Aspirating Smoke Detection Pipe Sch-40 (ID 0.874) 15 ft length English and Spanish,$52.04,$26.02,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5211,1-5/8-in PVC Cutter cuts CPVC pipe up to 1 Inch OD. Housing made of steel. Ratcheting feature,$83.58,$41.79,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5212,3/4 Pipe Clip Hanger red nylon 6.6 (Pack of 25),$96.96,$48.48,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5213,Pipe Clip Hanger Square Nut 50 Pack,$39.00,$19.50,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5214,CPVC Pipe Cement. TFP-500 All-Purpose Medium Bodied Cement Container Size: 8 oz.,$137.12,$68.56,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5215X,90? Radius Bend Pk/10,$99.32,$49.66,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5216,Flush Air Sample Point,$27.78,$13.89,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5217,Sample Pipe Labels 125/roll,$134.00,$67.00,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5218,Sample Point Labels 125/Roll,$137.09,$68.54,,,,,1,,ULC CSFM UL,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5219,Capillary Tubing 3/8 50 ft. roll,$366.50,$183.25,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5222,Conicle Air Sampling Point,$27.78,$13.89,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5223,3/8 Quick Disconnect,$31.32,$15.66,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5225,Quick Disconnect (for Capillary 1/2 tubing) 2 required for each Capillary Drop,$34.88,$17.44,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5227,Capillary Tubing 1/2 50 ft.,$366.50,$183.25,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5229,Capillary Tubing 1/2 100 ft.,$662.08,$331.04,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5233,Discrete Capillary Head,$32.14,$16.07,,,,,1,,ULC CSFM UL,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5239,Capillary Tubing 3/8 100 ft. Roll,$549.76,$274.88,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5240,Air Sampling kit 2500 sq ft area UL listed for Smoke Detection,$351.38,$175.69,,,,,1,,UL,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5242,Calibrated Test Point,$298.94,$149.47,,,,,1,,ULC CSFM UL,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5244,Condensation Trap,$159.63,$79.81,,,,,1,,ULC CSFM UL,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5245,3-Way Blowout Valve,$271.43,$135.71,,,,,1,,ULC CSFM UL,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5248,Sample Hole Marker Yellow 5/64??,$5.86,$2.93,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5249,Sample Hole Marker Purple 3/32??,$5.86,$2.93,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5250,Sample Hole Marker Gray 7/64??,$5.86,$2.93,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5251,Sample Hole Marker Black 1/8??,$5.86,$2.93,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5252,Sample Hole Marker Blue 9/64??,$5.86,$2.93,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5253,Sample Hole Marker Orange 5/32??,$5.86,$2.93,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5254,Sample Hole Marker Brown 11/64??,$5.86,$2.93,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5255,Sample Hole Marker White 3/16??,$5.86,$2.93,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5256,Sample Hole Marker Green 13/64??,$5.86,$2.93,,,,,1,,,US,
Modulaser,Sampling Pipe Fittings Accessories,RP5263,Flexible Pvc Tubing,$71.03,$35.51,,,,,1,,ULC CSFM UL,US,
Modulaser,Sampling Pipe Fittings Accessories,RP7125,3/4? Inline Air Filter,$207.12,$103.56,,,,,1,,,US,
Power Supplies and Accessories,Accessories,27193-11,Electrical box surface mount red single-gang.,$22.44,$11.00,,,,,1,,FDNY ULC CB CC,CN,79301700006
Power Supplies and Accessories,Accessories,27193-11-NY,One gang surface mount box Red no bottom KO,$22.44,$11.00,,,,,1,,FDNY ULC CB CC,CN,79301603804
Power Supplies and Accessories,Accessories,27193-16,Electrical box surface mount white single-gang.,$22.44,$11.00,,,,,1,,CC,CN,79301700220
Power Supplies and Accessories,Accessories,27193-21,Surface Mount Box - Indoor Red 2-gang,$22.44,$10.99,,,,,1,,FDNY ULC CB,US,79301700219
Power Supplies and Accessories,Accessories,27193-26,Surface Mount Box - Indoor White 2-gang,$22.44,$10.99,,,,,1,,FDNY ULC CB,US,79301700221
Power Supplies and Accessories,Accessories,P-047546-0025,Smoke Detector Test Spray,$47.26,$23.16,,,,,1,,,US,79301700180
Power Supplies and Accessories,Accessories,RR-32RL,ADA Pull Station Relocator - lowers existing pull station to regulation ADA height,$155.39,$85.48,,,,,1,,FDNY ULC CB CC UL,US,
Power Supplies and Accessories,Accessories,SM-EXT1,Extension Tube Applicator (Homeguard #1490) for Smoke Detector test spray.,$100.56,$50.29,,,,,1,,FDNY ULC CB CSFM FM MEA UL,US,79301700487
Power Supplies and Accessories,Accessories,STI-1100,Stopper II with Horn (9V battery) - for Flush Stations,$284.14,$142.06,,,,,1,,FDNY ULC CB CC FM UL,US,79301700623
Power Supplies and Accessories,Accessories,STI-1130,Stopper II with Horn (9V battery) - for Surface Stations includes STI-3100,$316.73,$158.40,,,,,1,,FDNY ULC CB CC FM UL,US,79301700624
Power Supplies and Accessories,Accessories,STI-1200,Stopper II without Horn - for Flush Stations,$189.41,$94.73,,,,,1,,FDNY ULC CB CC FM UL,US,79301601835
Power Supplies and Accessories,Accessories,STI-1230,Stopper II without Horn - for Surface Stations includes STI-3100,$198.08,$99.03,,,,,1,,FDNY ULC CB CC FM UL,US,79301601836
Power Supplies and Accessories,Accessories,STI-1250,Stopper II without Horn Weatherproof - for Flush Stations,$232.55,$116.25,,,,,1,,FDNY ULC CB,US,62316996506
Power Supplies and Accessories,Accessories,STI-3002,Weatherproofing Gasket - for converting STI-1200 to weatherproof (2 gaskets required for each cover),$22.46,$11.21,,,,,1,,FDNY ULC CB CC,US,79301700626
Power Supplies and Accessories,Accessories,STI-3003,Weatherproofing Gasket - for Conduit Entry into STI-3100,$17.50,$8.74,,,,,1,,FDNY ULC CB CC,US,79301700627
Power Supplies and Accessories,Accessories,STI-3004,Conduit Insert - for plugging unused conduit entry into STI-3100,$17.50,$8.74,,,,,1,,FDNY ULC CB CC,US,79301700628
Power Supplies and Accessories,Accessories,STI-3100,2 inch Spacer - for converting flush cover to surface cover,$44.77,$22.40,,,,,1,,FDNY ULC CB CC,US,79301700629
Power Supplies and Accessories,Accessories,STI-3150,Stopper II without Horn Weatherproof - for Surface Stations,$254.03,$124.47,,,,,1,,FDNY ULC CB,US,62316996507
Power Supplies and Accessories,Electromagnetic Door Holders,1500-1,Door Holder Accessory Catch Plate Extension 1 1/2 in. Fixed Rod,$43.65,$21.39,,,,,1,,,MX,78264021290
Power Supplies and Accessories,Electromagnetic Door Holders,1500-12,Door Holder Accessory Catch Plate Extension 7 1/2 in. to 12 in. Adjustable Rod,$115.90,$56.79,,,,,1,,UL,MX,78264021294
Power Supplies and Accessories,Electromagnetic Door Holders,1500-2,Door Holder Accessory Catch Plate Extension 2 1/2 in. Fixed Rod,$47.13,$23.09,,,,,1,,,MX,78264021291
Power Supplies and Accessories,Electromagnetic Door Holders,1500-7,Door Holder Accessory Catch Plate Extension 5 1/4 in. to 7 1/2 in. Adjustable Rod,$114.33,$56.02,,,,,1,,,MX,78264021292
Power Supplies and Accessories,Electromagnetic Door Holders,1501-AQN5,Door Holder Single Floor Mount - 24-120V,$171.04,$83.81,,,,,1,,FDNY ULC CB CC UL,MX,78264026957
Power Supplies and Accessories,Electromagnetic Door Holders,1502-AQN5,Door Holder Double Floor Mount - 24-120V,$251.99,$123.48,,,,,1,,FDNY ULC CB CC UL,MX,78264026962
Power Supplies and Accessories,Electromagnetic Door Holders,1504-AQN5,Door Holder Flush Wall Mount - 24-120V,$129.67,$63.54,,,,,1,,FDNY ULC CB CC CSFM MEA UL,MX,78264026966
Power Supplies and Accessories,Electromagnetic Door Holders,1505-AQN5,Door Holder Semi-Flush Wall Mount - 24-120V,$129.67,$63.54,,,,,1,,FDNY ULC CB CC UL,MX,78264026970
Power Supplies and Accessories,Electromagnetic Door Holders,1508-AQN5,Door Holder Surface Wall Mount - 24-120V,$133.32,$65.33,,,,,1,,CC UL,MX,78264026974
Power Supplies and Accessories,Electromagnetic Door Holders,1509-AQN5,Door Holder Comp.Flush Wall Mount - 24-120V,$136.87,$67.07,,,,,1,,FDNY ULC CB CC UL,MX,78264026976
Power Supplies and Accessories,Electromagnetic Door Holders,CS2595-5,Door Holder Accessory Catch Plate Kit Short,$87.96,$43.10,,,,,1,,,MX,78264041042
Power Supplies and Accessories,Electromagnetic Door Holders,CS2598-5,Door Holder Accessory Catch Plate Kit Long,$97.98,$48.01,,,,,1,,,MX,78264041043
Power Supplies and Accessories,Power Supplies,12V10A,10.5 Ah Sealed Lead Acid Battery - 12 Vdc 5.94in x 2.56in x 4.37in (15.1cm x 6.5cm x 11.1cm),$116.47,$57.07,,,,,1,,CC,MY,79301700026
Power Supplies and Accessories,Power Supplies,12V17A,18 Ah Sealed Lead Acid Battery - 12 Vdc 7.15in x 3.01in x 6.59in (18.15cm x 7.65cm x 16.75cm),$166.31,$81.49,,,,,1,,CC,MY,79301700028
Power Supplies and Accessories,Power Supplies,12V24A,26 Ah Sealed Lead Acid Battery - 12 Vdc 6.46in x 4.92in x 6.93in (16.4cm x 12.5cm x 17.6cm),$314.05,$153.88,,,,,1,,,MY,79301700029
Power Supplies and Accessories,Power Supplies,12V40A,40 Ah Sealed Lead Acid Battery - 12 Vdc 7.76in x 6.50in x 6.69in (19.7cm x 16.5cm x 17.0cm),$423.37,$207.45,,,,,1,,CC,MY,79301700030
Power Supplies and Accessories,Power Supplies,12V4A,4.5 Ah Sealed Lead Acid Battery - 12 Vdc  3.54in x 2.76in x 3.98in (9.0cm x 7.0cm x 10.1cm),$91.62,$44.89,,,,,1,,CC,MY,79301700031
Power Supplies and Accessories,Power Supplies,12V50A,50 Ah Sealed Lead Acid Battery - 12 Vdc 10.1in x 5.20in x 7.87in (25.7cm x 13.2cm x 20.0cm),$674.94,$330.72,,,,,1,,CC,MY,79301700033
Power Supplies and Accessories,Power Supplies,12V65A,65 Ah Sealed Lead Acid Battery - 12 Vdc 14.3in x 5.04in x 7.60in (36.3cm x 12.8cm x 19.3cm),$843.64,$413.39,,,,,1,,,MY,79301700520
Power Supplies and Accessories,Power Supplies,12V6A5,7.6 Ah Sealed Lead Acid Battery - 12 Vdc 5.94in x 2.56in x 3.68in (15.1cm x 6.5cm x 9.35cm),$104.57,$51.24,,,,,1,,CC,MY,79301700034
Power Supplies and Accessories,Power Supplies,24DC12,24 volt DC to 12 V DC converter power supply. Provides 12V DC output from 24Vdc input to power 12Vdc security devices. Output rated at 1Adc. Provides ground isolation for Grade A bell housing supervision. Actual supervision done by other modules (SIGA-SE),$181.76,$81.80,,,,,1,,FDNY ULC CB CC CSA UL,MX,79301700375
Power Supplies and Accessories,Power Supplies,APS10A,Auxiliary/Booster Power Supply 10A total Expanded cabinet 26a/h capacity 115VAC,$1261.36,$615.29,,,,,1,,CSFM UL,CN,79301603602
Power Supplies and Accessories,Power Supplies,APS6A,Auxiliary/Booster Power Supply 6.5A total Expanded cabinet 26a/h capacity 115VAC,$1135.33,$553.83,,,,,1,,FDNY ULC CB CC CSFM UL,CN,79301603604
Power Supplies and Accessories,Power Supplies,APSEQ,APS - Seismic Battery hold down for APS6 or APS10 Power Supplies.  Supports up to two 24 Ahr batteries.  Batteries smaller than 10Ahr are not supported in seismic applications.  ,$566.41,$254.92,,,,,1,,FDNY ULC CB CC UL,CA,79301700574
Power Supplies and Accessories,Power Supplies,BC-1,Battery Cabinet ? Black backbox Bronze Door. Supports up to 40AH batteries,$359.70,$176.25,,,,,1,,ULC CC CSFM FM MEA UL,CA,79301700278
Power Supplies and Accessories,Power Supplies,BC-1EQ,BC-1 - Seismic Battery hold down for BC-1.  Supports up to two 40 Ahr batteries.  Order BC-1 or BC-1R Separately.,$255.83,$125.36,,,,,1,,FDNY ULC CB CC CF CSA CSFM FM MEA UL,CA,79301700575
Power Supplies and Accessories,Power Supplies,BC-1R,Battery Cabinet? Black backbox Red Door. Supports up to 40AH batteries.,$359.70,$176.25,,,,,1,,ULC CC CSFM FM MEA UL,CA,79301700576
Power Supplies and Accessories,Power Supplies,BC-2,Battery Cabinet. Gray 22 in. X 15 in. X 3.75 in.; holds up to two 12V17A batteries.,$274.17,$134.34,,,,,1,,CC UL,CA,79301700090
Power Supplies and Accessories,Power Supplies,BC-2R,Battery Cabinet - Red 22 inch X 15 inch X 3.75 inch; holds up to two 12V17A batteries.,$274.17,$134.34,,,,,1,,,CA,79301700091
Power Supplies and Accessories,Power Supplies,BPS-CVR,Booster Power Supply Electronic Protective Cover (pack of five).,$343.00,$168.07,,,,,1,,ULC UL,CN,79301606109
Power Supplies and Accessories,Power Supplies,BPSEQ,BPS - Seismic Battery hold down for BPS6 BPS10 MIRBPS6 or MIRBPS10 series Booster Power supplies.,$326.07,$146.75,,,,,1,,FDNY ULC CB CC UL,CA,77888401272
Power Supplies and Accessories,Power Supplies,EBPS10A,Power Booster Fire Alarm 10 Amps Red,$1016.84,$498.25,,,,,1,,,CN,78264020280
Power Supplies and Accessories,Power Supplies,EBPS6A,Power Booster Fire Alarm 6 Amps Red,$863.22,$422.98,,,,,1,,,CN,78264020282
Power Supplies and Accessories,Power Supplies,MIRBPS10A,10 Amp Booster Power Supply,$1016.78,$498.21,,,,,1,,FDNY ULC CB FM UL,CN,77888401119
Power Supplies and Accessories,Power Supplies,MIRBPS6A,6.5 Amp Booster Power Supply,$863.18,$422.95,,,,,1,,FDNY ULC CB CSFM UL,CN,77888401121
Power Supplies and Accessories,Power Supplies,RBPS10A,Replacement main board for 10 amp remote boosters and auxiliary booster power supplies.,$920.57,$451.08,,,,,1,,,CN,79301605520
Power Supplies and Accessories,Power Supplies,RBPS6A,Replacement main board for 6 amp remote booster power supplies.,$786.75,$385.51,,,,,1,,,CN,79301605518
